,nutrition_source,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,sg_dep_median,sg_dep_cat,nutrition_prop_hot_raw,nutrition_prop_hot,nutrition_prop_cold_raw,nutrition_prop_cold,ParentGlobalID,ccp,gender,fish_pract,pract_cat
511,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,glean,glean
642,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,a6e2b0b2-8d88-42c8-b600-7b0619713312,nguja,m,hand_line,fish
807,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,1,0.0333333333333333,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish
667,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish
179,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,shrimp_net,shrimp_net
178,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish
613,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,4,0.1333333333333333,2dd5e1ed-eeed-47b2-827d-a0705fc23c7a,sahane,f,glean,glean
673,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,nguja,m,gill_net,fish
616,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,0,0.0,0452b1c9-a249-4667-bf24-bb6969858009,sahane,f,glean,glean
658,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish
677,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,3,0.1,3,0.1,8c4c8baa-dafa-48c6-bb34-4944108c5851,nguja,f,shrimp_net,shrimp_net
490,04,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,3.0,high,8,0.2666666666666666,8,0.2666666666666666,8407b1b2-9c62-4161-a560-a8c8415ca76a,madava,m,gill_net,fish
576,05,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,,,2,0.0666666666666666,1,0.0333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
342,05,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,,,3,0.1,3,0.1,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish
840,05,pata,dzipata,peixe zebras,Teraponidae,Teraponidae,bony fish,fish,1.0,,,4,0.1333333333333333,3,0.1,217d4e9d-94cc-407a-9aaf-9dabfa977971,kuguana,m,drag_net,fish
329,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,7,0.2333333333333333,47619fa4-71bc-4eef-b706-4e52c3cd7db8,mucucune,m,basket_trap,fish
321,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,1,0.0333333333333333,926e019e-024f-43c8-8bfb-1a8170a861dd,marrambone,f,shrimp_net,shrimp_net
347,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,84267d00-7c2a-415c-b15e-d1f3a08a24ea,mucucune,f,glean,glean
337,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,4,0.1333333333333333,b1aecc22-d28c-4728-9c70-966d76a26e88,mucucune,m,fence_trap,fish
560,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish
575,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,1,0.0333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
553,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,3,0.1,affb9ddf-bde5-4005-8a5c-962978da994f,nhamaxaxa,m,gill_net,fish
799,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,8,0.2666666666666666,8,0.2666666666666666,6cd30d28-9c1e-4148-a597-7b9d40fc1ae2,ilha,m,shrimp_net,shrimp_net
28,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish
135,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,3,0.1,59848ba5-82a3-4de3-b546-44d37605c0d9,josina_machel,m,diving,fish
428,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,a9325c3b-f81d-431a-9628-6b0b57ede5e3,nhampossa,f,gill_net,fish
786,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,glean,glean
785,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,6,0.2,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ilha,f,shrimp_net,shrimp_net
421,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,2,0.0666666666666666,caac8748-ebed-413c-a5d2-a635b5bd8932,nhampossa,m,fence_trap,fish
818,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,glean,glean
414,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,6,0.2,1469e0fd-0691-405e-b1e8-c144e854fbb7,nhampossa,f,shrimp_net,shrimp_net
145,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,3,0.1,1d5f5cdd-4deb-4017-ae95-ed677c22bd24,josina_machel,f,glean,glean
407,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,4,0.1333333333333333,a00016e0-0782-4f50-a9a8-4a5e202f5c50,nhampossa,m,gill_net,fish
819,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ilha,f,shrimp_net,shrimp_net
126,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,1,0.0333333333333333,e6132e33-e9f3-45ea-a5cf-7d565844a22c,josina_machel,m,hand_line,fish
394,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,1,0.0333333333333333,615838ac-55f5-4537-ba76-fecefaddd226,mucucune,f,shrimp_net,shrimp_net
825,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,,27221a9d-a61e-4908-8da8-4e0e2783119e,ilha,f,glean,glean
386,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,1,0.0333333333333333,a744e3c9-d3d2-4588-b6cd-900a3f4f4286,mucucune,f,shrimp_net,shrimp_net
184,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,hand_line,fish
377,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,2,0.0666666666666666,2,0.0666666666666666,72b20ec3-78b0-44b1-8f62-06504a26e4c5,mucucune,m,gill_net,fish
366,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,4,0.1333333333333333,942decee-217f-4b36-be4c-3948ed7665d0,mucucune,m,hand_line,fish
162,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,4,0.1333333333333333,5861a90d-3554-4a81-b5e8-e8f9870b88fb,chamane,m,hand_line,fish
835,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,7,0.2333333333333333,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish
356,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,668fcae1-2e89-417d-b2f7-cca29ae88fcf,mucucune,f,glean,glean
89,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
809,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish
88,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish
628,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,5aeb00bc-7c10-415f-8538-cfe07ef741c2,sahane,m,hand_line,fish
648,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,a9702bf4-6440-4e06-9f33-8f26a998afd3,nguja,f,glean,glean
296,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,e8d84b41-6838-4a4d-b98d-66385c122993,marrambone,m,fence_trap,fish
277,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,gill_net,fish
276,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,shrimp_net,shrimp_net
275,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,fa135abb-d0cf-4f86-81fa-d786fd8a957a,marrambone,f,glean,glean
606,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,8,0.2666666666666666,f1ab0d58-a047-4854-9fab-5639a38d0919,sahane,m,hand_line,fish
653,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,6,0.2,3,0.1,dc97eb44-cd78-4a2c-88bb-90d04851de2c,nguja,f,glean,glean
656,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,e333971e-3a2f-473c-9783-d10538bbc0aa,nguja,m,hand_line,fish
261,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,3,0.1,3,0.1,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,marrambone,f,shrimp_net,shrimp_net
72,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,7,0.2333333333333333,7,0.2333333333333333,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish
643,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,4,0.1333333333333333,4,0.1333333333333333,a6e2b0b2-8d88-42c8-b600-7b0619713312,nguja,m,hand_line,fish
671,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,nguja,m,gill_net,fish
249,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,1,0.0333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,shrimp_net,shrimp_net
248,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,1,0.0333333333333333,1,0.0333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,marrambone,f,glean,glean
308,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,7,0.2333333333333333,c4bf73af-5f99-4b43-abd8-9373a369c415,marrambone,m,gill_net,fish
185,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,0,0.0,3,0.1,d4d143b4-de71-42bd-be9e-b42bcadd5863,chamane,m,shrimp_net,shrimp_net
239,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,marrambone,f,shrimp_net,shrimp_net
666,06,gigulula,sigulula,esparo,Crenidens crenidens,Sparidae,bony fish,fish,1.0,2.5,mod,5,0.1666666666666666,5,0.1666666666666666,8abbe022-1d3d-4f37-989c-f804596f7402,nguja,m,gill_net,fish
77,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
834,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,0,,66a27df6-476b-4917-8244-24e557b34ede,ilha,m,gill_net,fish
36,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,glean,glean
119,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,1,0.0333333333333333,339c9818-8caa-4798-9a51-85ba26bc71c3,josina_machel,f,shrimp_net,shrimp_net
108,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,37446c9d-41b8-4942-8a68-e30fce638745,josina_machel,m,shrimp_net,shrimp_net
2,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,nhamua,f,glean,glean
53,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhamua,m,gill_net,fish
765,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish
76,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish
574,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,3,0.1,2,0.0666666666666666,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
67,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,5,0.1666666666666666,5,0.1666666666666666,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish
19,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,8b4320ee-bf8d-4616-b0bc-d8bc33e9cc99,nhamua,m,gill_net,fish
525,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean
524,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net
26,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,5,0.1666666666666666,5,0.1666666666666666,1205bf41-13d7-4421-b564-4a77c527cd17,nhamua,m,fence_trap,fish
96,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,1,0.0333333333333333,1,0.0333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean
14,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,3f3b6da1-f4ee-467b-9647-aefe9851351f,nhamua,f,glean,glean
35,07,nhambulungue,,carapau,Caranginae,Caranginae,bony fish,fish,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,310a5eff-b95e-4979-a0dd-c98a7703f436,nhamua,m,gill_net,fish
763,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,4,0.1333333333333333,4,0.1333333333333333,3f9d47fc-5dc8-4cf3-9ee0-ac3b9d7d8390,morrumbene,m,hand_line,fish
686,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,5bf5b760-0855-442e-8ccf-d32db9f09235,morrumbene,m,shrimp_net,shrimp_net
696,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,glean,glean
695,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net
732,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,8,0.2666666666666666,d92b97c0-4a75-4f45-9115-4cb6ac9109ad,morrumbene,m,fence_trap,fish
738,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,b4a29a62-c0e1-40fd-835b-a134449801ca,morrumbene,m,drag_net,fish
748,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,glean,glean
724,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,4,0.1333333333333333,943aa64d-7c5c-4594-944e-529e0b325617,morrumbene,f,glean,glean
747,10,tsava,dzitsava,cavala,Rastrellinger kanagurta,Scombridae,bony fish,fish,1.0,0.0,none,5,0.1666666666666666,5,0.1666666666666666,275be6f1-5e39-4787-a0f6-e532bee2ef83,morrumbene,m,drag_net,fish
515,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,glean,glean
514,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,2,0.0666666666666666,a5a2c506-9bdf-4033-9a76-cc0374b5e66e,nhamaxaxa,f,shrimp_net,shrimp_net
569,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,0,0.0,2,0.0666666666666666,8536dca4-ea83-4248-865b-3b13873d1a90,nhamaxaxa,m,hand_line,fish
105,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,1,0.0333333333333333,1,0.0333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,josina_machel,m,glean,glean
536,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,8719e18a-7160-440e-884e-330fdba6d7a1,nhamaxaxa,f,glean,glean
86,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,diving,fish
61,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,84c51f1a-1d76-4548-b5d1-2ff016fdff3c,nhamua,f,shrimp_net,shrimp_net
584,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,glean,glean
115,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,2,0.0666666666666666,37446c9d-41b8-4942-8a68-e30fce638745,josina_machel,m,shrimp_net,shrimp_net
561,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,ba1de70c-3350-4192-9540-077338da9ce6,nhamaxaxa,m,hand_line,fish
583,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,2,0.0666666666666666,3,0.1,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,shrimp_net,shrimp_net
87,11,kobo,,sardinhas,Amblygaster sirm,Dorosomatidae,bony fish,fish,1.0,0.0,none,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
586,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,6,0.2,4,0.1333333333333333,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,glean,glean
585,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,6,0.2,4,0.1333333333333333,c084112a-11e6-48d0-848c-4b62c67bb16f,nhamaxaxa,f,shrimp_net,shrimp_net
68,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,2,0.0666666666666666,2,0.0666666666666666,c440707b-35aa-4bca-abca-50c81f169c89,josina_machel,m,gill_net,fish
498,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,3,0.1,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,shrimp_net,shrimp_net
499,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,3,0.1,1436c090-ffc1-44f1-8a1f-115e2164b9b1,madava,f,glean,glean
54,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,6,0.2,6,0.2,0d25df79-dc4d-42aa-9bc9-3b705d683d68,nhamua,m,gill_net,fish
675,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,5,0.1666666666666666,5,0.1666666666666666,8c4c8baa-dafa-48c6-bb34-4944108c5851,nguja,f,shrimp_net,shrimp_net
130,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,6,0.2,5,0.1666666666666666,e6132e33-e9f3-45ea-a5cf-7d565844a22c,josina_machel,m,hand_line,fish
682,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,4,0.1333333333333333,4,0.1333333333333333,c07b295a-d4ce-4f79-b7c1-c11f284e02c4,nguja,f,shrimp_net,shrimp_net
491,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,4,0.1333333333333333,0,0.0,8c5ddba3-d736-4831-b7e4-f18bb3d47eae,madava,f,glean,glean
79,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,3,0.1,c970df6e-cd2f-4068-a322-0f4b0018e5f5,josina_machel,m,glean,glean
739,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,4,0.1333333333333333,5,0.1666666666666666,b4a29a62-c0e1-40fd-835b-a134449801ca,morrumbene,m,drag_net,fish
697,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,4,0.1333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,morrumbene,f,shrimp_net,shrimp_net
448,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,3,0.1,3,0.1,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,madava,m,drag_net,fish
608,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,5,0.1666666666666666,7,0.2333333333333333,2dd5e1ed-eeed-47b2-827d-a0705fc23c7a,sahane,f,glean,glean
801,50,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,3.0,high,5,0.1666666666666666,4,0.1333333333333333,f5769b1d-ab41-4ec3-9364-13194af91f08,ilha,m,hand_line,fish
