,resource_id,sg_dep_median,sg_dep_cat,tradition,ParentGlobalID,gitonga_s,gitonga_p,portuguese,scientific,family,phylum,category,focal,id,ccp,gender,fish_pract,pract_cat
212,01,0.0,none,0.3333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB02,kuguana,m,glean,glean
136,02,0.0,none,0.3333333333333333,0452b1c9-a249-4667-bf24-bb6969858009,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,14022023SAHB04,sahane,f,glean,glean
213,01,0.0,none,0.3333333333333333,412ebe42-d0ab-49cd-a390-790fb5dd06a9,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB02,kuguana,m,gill_net,fish
148,03,0.5,none,0.3333333333333333,e333971e-3a2f-473c-9783-d10538bbc0aa,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,04032023NGUB04,nguja,m,hand_line,fish
11,02,0.0,none,0.3333333333333333,3e185060-4034-4ece-9bd3-fa7aad0a4c83,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,15022023JOSB03,josina_machel,m,glean,glean
143,01,0.0,none,0.3333333333333333,a6e2b0b2-8d88-42c8-b600-7b0619713312,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04032023NGUB01,nguja,m,hand_line,fish
0,01,0.0,none,0.3333333333333333,5242b473-cb0e-43ec-bc8f-6e626f4ee1d3,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,13022023NHAMUB02,nhamua,f,glean,glean
103,03,0.5,none,0.3333333333333333,be5b94c1-65c2-44dc-af3c-8a0c1f35f055,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,08022023MADB02,madava,m,drag_net,fish
65,02,0.0,none,0.3333333333333333,c4bf73af-5f99-4b43-abd8-9373a369c415,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,02022023MARB07,marrambone,m,gill_net,fish
44,03,0.5,none,0.3333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB02,marrambone,f,glean,glean
125,03,0.5,none,0.3333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,09032023NHCHB07,nhamaxaxa,m,hand_line,fish
124,02,0.0,none,0.3333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,09032023NHCHB07,nhamaxaxa,m,hand_line,fish
123,01,0.0,none,0.3333333333333333,8536dca4-ea83-4248-865b-3b13873d1a90,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,09032023NHCHB07,nhamaxaxa,m,hand_line,fish
122,03,0.5,none,0.3333333333333333,ba1de70c-3350-4192-9540-077338da9ce6,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish
121,02,0.0,none,0.3333333333333333,ba1de70c-3350-4192-9540-077338da9ce6,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish
45,03,0.5,none,0.3333333333333333,6e76bb44-7881-4dfe-aff2-019452e7f1ef,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB02,marrambone,f,shrimp_net,shrimp_net
120,01,0.0,none,0.3333333333333333,ba1de70c-3350-4192-9540-077338da9ce6,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,17022023NHCHB05,nhamaxaxa,m,hand_line,fish
109,01,0.0,none,0.3333333333333333,8719e18a-7160-440e-884e-330fdba6d7a1,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
52,03,0.5,none,0.3333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,glean,glean
53,03,0.5,none,0.3333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,shrimp_net,shrimp_net
54,03,0.5,none,0.3333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB04,marrambone,f,gill_net,fish
113,03,0.5,none,0.3333333333333333,43fe56c7-3c31-4683-bea1-c741c3af6618,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,17022023NHCHB03,nhamaxaxa,m,gill_net,fish
116,03,0.5,none,0.3333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
131,01,0.0,none,0.3,f1ab0d58-a047-4854-9fab-5639a38d0919,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,14022023SAHB02,sahane,m,hand_line,fish
59,03,0.5,none,0.3,e8d84b41-6838-4a4d-b98d-66385c122993,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB05,marrambone,m,fence_trap,fish
58,01,0.0,none,0.3,e8d84b41-6838-4a4d-b98d-66385c122993,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,02022023MARB05,marrambone,m,fence_trap,fish
47,74,0.0,none,0.3,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,1.0,02022023MARB03,marrambone,f,shrimp_net,shrimp_net
130,02,0.0,none,0.3,fbee7783-67bd-4ec0-86d8-32300ae0d600,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,14022023SAHB01,sahane,m,shrimp_net,shrimp_net
133,03,0.5,none,0.3,f1ab0d58-a047-4854-9fab-5639a38d0919,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,14022023SAHB02,sahane,m,hand_line,fish
152,02,0.0,none,0.2666666666666666,efe0ad7e-97bf-4dbb-802a-4e8575a54c9d,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,04032023NGUB06,nguja,m,gill_net,fish
171,52,0.0,none,0.2666666666666666,f33778b3-3301-4691-80c6-68692988559b,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
229,01,0.0,none,0.2666666666666666,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
41,56,1.5,mod,0.2666666666666666,786726d4-2b8e-46a0-ab5f-1339cbe1ab7b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,26012023MARB01,marrambone,f,shrimp_net,shrimp_net
34,02,0.0,none,0.2666666666666666,fb35740b-c147-41b7-b604-35eed1bf5c77,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,04022023CHAB08,chamane,m,shrimp_net,shrimp_net
210,56,1.5,mod,0.2666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,gill_net,fish
209,56,1.5,mod,0.2666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,glean,glean
208,56,1.5,mod,0.2666666666666666,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
203,01,0.0,none,0.2666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,24012023CUGB01,kuguana,m,drag_net,fish
200,50,3.0,high,0.2666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,1902023ILHB06,ilha,f,shrimp_net,shrimp_net
129,03,0.5,none,0.2666666666666666,fbee7783-67bd-4ec0-86d8-32300ae0d600,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,14022023SAHB01,sahane,m,shrimp_net,shrimp_net
174,56,1.5,mod,0.2666666666666666,f33778b3-3301-4691-80c6-68692988559b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB03,morrumbene,f,glean,glean
173,56,1.5,mod,0.2666666666666666,f33778b3-3301-4691-80c6-68692988559b,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
172,52,0.0,none,0.2666666666666666,f33778b3-3301-4691-80c6-68692988559b,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,01022023MORB03,morrumbene,f,glean,glean
199,50,3.0,high,0.2666666666666666,c0927898-6afe-4a7f-98d1-4ec395b0e647,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,1902023ILHB06,ilha,f,glean,glean
33,02,0.0,none,0.2666666666666666,fb35740b-c147-41b7-b604-35eed1bf5c77,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,04022023CHAB08,chamane,m,gill_net,fish
168,01,0.0,none,0.2333333333333333,f33778b3-3301-4691-80c6-68692988559b,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,01022023MORB03,morrumbene,f,glean,glean
63,74,0.0,none,0.2333333333333333,a9a9124d-f801-444e-a6ac-6f1064ecb6a6,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,1.0,02022023MARB06,marrambone,m,hand_line,fish
110,02,0.0,none,0.2333333333333333,8719e18a-7160-440e-884e-330fdba6d7a1,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,17022023NHCHB02,nhamaxaxa,f,glean,glean
227,55,1.0,low,0.2333333333333333,454f8afd-86aa-4418-80e3-4e1ccb572b8c,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
141,50,3.0,high,0.2333333333333333,5bca4453-f66b-40bc-a54d-09fab62566e6,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,14022023SAHB08,sahane,m,fence_trap,fish
169,50,3.0,high,0.2333333333333333,f33778b3-3301-4691-80c6-68692988559b,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
115,02,0.0,none,0.2333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
62,03,0.5,none,0.2333333333333333,a9a9124d-f801-444e-a6ac-6f1064ecb6a6,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,02022023MARB06,marrambone,m,hand_line,fish
64,01,0.0,none,0.2333333333333333,c4bf73af-5f99-4b43-abd8-9373a369c415,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,02022023MARB07,marrambone,m,gill_net,fish
170,50,3.0,high,0.2333333333333333,f33778b3-3301-4691-80c6-68692988559b,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,01022023MORB03,morrumbene,f,glean,glean
167,01,0.0,none,0.2333333333333333,f33778b3-3301-4691-80c6-68692988559b,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,01022023MORB03,morrumbene,f,shrimp_net,shrimp_net
48,78,0.0,none,0.2,ae7d8f6f-e1d1-484c-b65d-5b64c4bec7b8,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,02022023MARB03,marrambone,f,shrimp_net,shrimp_net
215,53,0.0,none,0.2,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,glean,glean
232,55,1.0,low,0.2,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
139,69,0.0,none,0.2,b5c8d980-c4f9-408d-93d1-0b4dad9a664c,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1.0,14022023SAHB05,sahane,f,glean,glean
230,52,0.0,none,0.2,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
228,78,0.0,none,0.2,454f8afd-86aa-4418-80e3-4e1ccb572b8c,togoma,dzitogoma,Caracóis,Volema pyrum,Melongenidae,mollusc,gastropod,1.0,07022023CUGB06,kuguana,m,fence_trap,fish
96,56,1.5,mod,0.2,caac8748-ebed-413c-a5d2-a635b5bd8932,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,09022023NHMPB04,nhampossa,m,fence_trap,fish
158,56,1.5,mod,0.2,5bf5b760-0855-442e-8ccf-d32db9f09235,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
205,50,3.0,high,0.2,217d4e9d-94cc-407a-9aaf-9dabfa977971,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,24012023CUGB01,kuguana,m,drag_net,fish
214,53,0.0,none,0.2,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
216,53,0.0,none,0.2,412ebe42-d0ab-49cd-a390-790fb5dd06a9,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,24012023CUGB02,kuguana,m,gill_net,fish
114,01,0.0,none,0.1666666666666666,affb9ddf-bde5-4005-8a5c-962978da994f,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
207,03,0.5,none,0.1666666666666666,217d4e9d-94cc-407a-9aaf-9dabfa977971,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,24012023CUGB01,kuguana,m,drag_net,fish
231,53,0.0,none,0.1666666666666666,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,lisaba,masaba,Camarao tigre gigante,Penaeus monodon,Penaeidae,crustacean,prawns,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
233,56,1.5,mod,0.1666666666666666,1dfbdb30-77d7-4a1e-aaf1-2a5bccccfb75,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,07022023CUGB07,kuguana,m,fence_trap,fish
24,01,0.0,none,0.1666666666666666,7dc8a846-da63-495f-815e-10c1c4b6720d,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,04022023CHAB04,chamane,f,shrimp_net,shrimp_net
90,56,1.5,mod,0.1333333333333333,615838ac-55f5-4537-ba76-fecefaddd226,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
166,56,1.5,mod,0.1333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB02,morrumbene,f,glean,glean
163,52,0.0,none,0.1333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
159,64,0.0,none,0.1333333333333333,5bf5b760-0855-442e-8ccf-d32db9f09235,lihutu,mahutu,Amêijoa,Siliqua polita,Pharidae,mollusc,bivalve,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
160,55,1.0,low,0.1333333333333333,5bf5b760-0855-442e-8ccf-d32db9f09235,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,01022023MORB01,morrumbene,m,shrimp_net,shrimp_net
117,56,1.5,mod,0.1333333333333333,affb9ddf-bde5-4005-8a5c-962978da994f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
57,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,gill_net,fish
56,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,shrimp_net,shrimp_net
55,56,1.5,mod,0.1333333333333333,fa135abb-d0cf-4f86-81fa-d786fd8a957a,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB04,marrambone,f,glean,glean
70,74,0.0,none,0.1333333333333333,53eb3e09-7bc8-4d11-868d-4415c4329998,likolo,makolo,Caracóis,Potamididae,Potamididae,mollusc,gastropod,1.0,02022023MARB08,marrambone,m,basket_trap,fish
165,56,1.5,mod,0.1333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,01022023MORB02,morrumbene,f,shrimp_net,shrimp_net
88,02,0.0,none,0.1333333333333333,615838ac-55f5-4537-ba76-fecefaddd226,livbionho,mavbionho,Melanúria comum,Gerres oyena,Gerreidae,bony fish,fish,1.0,31012023MUCB08,mucucune,f,shrimp_net,shrimp_net
164,52,0.0,none,0.1333333333333333,04827c1d-3bba-4bcb-a8be-1af1c071e30f,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,01022023MORB02,morrumbene,f,glean,glean
206,55,1.0,low,0.1333333333333333,217d4e9d-94cc-407a-9aaf-9dabfa977971,gudua,,Choco,Sepiidae,Sepiidae,cephlopod,cephlopods,1.0,24012023CUGB01,kuguana,m,drag_net,fish
142,69,0.0,none,0.1333333333333333,5bca4453-f66b-40bc-a54d-09fab62566e6,simbatsani,simbatsani,,Garfarium pectinatum,Veneridae,mollusc,bivalve,1.0,14022023SAHB08,sahane,m,fence_trap,fish
218,52,0.0,none,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,glean,glean
189,56,1.5,mod,0.1,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
190,56,1.5,mod,0.1,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,18022023ILHB02,ilha,f,glean,glean
204,56,1.5,mod,0.1,217d4e9d-94cc-407a-9aaf-9dabfa977971,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,24012023CUGB01,kuguana,m,drag_net,fish
222,50,3.0,high,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,gill_net,fish
219,52,0.0,none,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,gill_net,fish
225,52,0.0,none,0.1,368b8b4c-a618-434a-8ebe-7f7fa8c143fc,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,07022023CUGB05,kuguana,m,drag_net,fish
217,52,0.0,none,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,gihologo,sihologo,Santola,scylla serrata ,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
221,50,3.0,high,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,glean,glean
220,50,3.0,high,0.1,412ebe42-d0ab-49cd-a390-790fb5dd06a9,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,24012023CUGB02,kuguana,m,shrimp_net,shrimp_net
119,71,,,0.0666666666666666,affb9ddf-bde5-4005-8a5c-962978da994f,nhasastani,,Amêijoa,Callista florida,Veneridae,mollusc,bivalve,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
67,56,1.5,mod,0.0666666666666666,c4bf73af-5f99-4b43-abd8-9373a369c415,lipandzi,mavbandzi,Camarao,Penaeidae,Penaeidae,crustacean,prawns,1.0,02022023MARB07,marrambone,m,gill_net,fish
118,63,0.0,none,0.0666666666666666,affb9ddf-bde5-4005-8a5c-962978da994f,nhamunhe,,Amêijoa,Tapes literatus,Veneridae,mollusc,bivalve,1.0,17022023NHCHB04,nhamaxaxa,m,gill_net,fish
183,01,0.0,none,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
184,01,0.0,none,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,18022023ILHB02,ilha,f,glean,glean
185,03,0.5,none,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
186,03,0.5,none,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,18022023ILHB02,ilha,f,glean,glean
187,50,3.0,high,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,18022023ILHB02,ilha,f,shrimp_net,shrimp_net
188,50,3.0,high,,b16133a3-e0e9-4edf-8a63-f5fd5cde5cd1,ndrolo,dzindrolo,Caranguejo,Portunus pelagicus,Portunidae,crustacean,crabs,1.0,18022023ILHB02,ilha,f,glean,glean
191,01,0.0,none,,6cd30d28-9c1e-4148-a597-7b9d40fc1ae2,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,18022023ILHB04,ilha,m,shrimp_net,shrimp_net
193,01,0.0,none,,f5769b1d-ab41-4ec3-9364-13194af91f08,hili,mihili,pescadinha,Sillago sihama,Sillaginidae,bony fish,fish,1.0,19022023ILHB05,ilha,m,hand_line,fish
194,03,0.5,none,,f5769b1d-ab41-4ec3-9364-13194af91f08,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,19022023ILHB05,ilha,m,hand_line,fish
197,03,0.5,none,,c0927898-6afe-4a7f-98d1-4ec395b0e647,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,1902023ILHB06,ilha,f,glean,glean
198,03,0.5,none,,c0927898-6afe-4a7f-98d1-4ec395b0e647,salani,,Melanúria timoneira,Gerres longirostris,Gerreidae,bony fish,fish,1.0,1902023ILHB06,ilha,f,shrimp_net,shrimp_net
